cnpj;denominacao;gestor;ticker;classificacao_sugerida;sinais_mistos;classificacao_final;observacoes
48643091000100;B- INDEX MORNINGSTAR BRASIL MOMENTO FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;BANCO BRADESCO S.A.;BMMT11;Ações Brasil;;;
48643130000179;B-INDEX MORNINGSTAR BRASIL PESOS IGUAIS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;BANCO BRADESCO S.A.;BREW11;Ações Brasil;;;
48643170000110;B-INDEX MORNINGSTAR SETORES CICLICOS BRASIL FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;BANCO BRADESCO S.A.;BCIC11;Ações Brasil;;;
48643220000160;B-INDEX MORNINGSTAR SETORES DEFENSIVOS BRASIL FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;BANCO BRADESCO S.A.;BDEF11;Ações Brasil;;;
34606480000150;BB ETF IBOVESPA FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;BB GESTAO DE RECURSOS DTVM S.A;BBOV11;Ações Brasil;;;
42427783000134;BTG PACTUAL B3 IBOVESPA FUNDO DE ÍNDICE;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;IBOB11;Ações Brasil;;;
42682281000150;BTG PACTUAL SMLL B3 FUNDO DE ÍNDICE;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;SMAB11;Ações Brasil;;;
57063444000193;BTG PACTUAL TEVA DIVIDENDOS ATIVOS REAIS LISTADOS FUNDO DE ÍNDICE;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;TIRB11;Ações Brasil;;;
14120533000111;CAIXA ETF IBOVESPA FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;CAIXA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRI;XBOV11;Ações Brasil;;;
43140303000112;ETF TRÍGONO TEVA AÇÕES MICRO CAP / SMALL CAP FUNDO DE ÍNDICE;TRÍGONO CAPITAL LTDA;TRIG11;Ações Brasil;;;
32203211000118;FUNDO DE INVESTIMENTO DE ÍNDICE - CLASSE DE INVESTIMENTO ETF BRADESCO IBOVESPA - RESP LIMITADA;BANCO BRADESCO S.A.;BOVB11;Ações Brasil;;;
66731874000127;INVESTO BRASIL BANCOS B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;INVESTO GESTÃO DE RECURSOS LTDA.;BNKS11;Ações Brasil;;;
45814400000179;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;INVESTO GESTÃO DE RECURSOS LTDA.;SCVB11;Ações Brasil;;;
10406600000108;ISHARES BM&FBOVESPA SMALL CAP CLASSE DE  ÍNDICE - RESPONSABILIDADE LIMITADA;BLACKROCK BRASIL GESTORA DE INVESTIMENTOS LTDA;SMAL11;Ações Brasil;;;
10406511000161;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;BLACKROCK BRASIL GESTORA DE INVESTIMENTOS LTDA;BOVA11;Ações Brasil;;;
11455378000104;ISHARES IBRX - ÍNDICE  BRASIL (IBrX-100) CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;BLACKROCK BRASIL GESTORA DE INVESTIMENTOS LTDA;BRAX11;Ações Brasil;;;
56211321000190;IT NOW IBOVESPA B3 BR+ FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;B3BR11;Ações Brasil;;;
21407758000119;IT NOW IBOVESPA FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;BOVV11;Ações Brasil;;;
13416245000146;IT NOW IDIV FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;DIVO11;Ações Brasil;;;
54314981000170;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;DIVD11;Ações Brasil;;;
06323688000127;IT NOW PIBB IBRX-50 FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;PIBB11;Ações Brasil;;;
34803814000186;IT NOW SMALL CAPS FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;SMAC11;Ações Brasil;;;
52116361000100;NU IBOV SMART DIVIDENDOS CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;NU ASSET MANAGEMENT LTDA;NSDV11;Ações Brasil;;;
55705611000127;NU IBOV SMART HIGH BETA B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;NU ASSET MANAGEMENT LTDA;HIGH11;Ações Brasil;;;
55705668000126;NU IBOV SMART LOW VOLATILITY B3 CLASSE DE  ÍNDICE - RESPONSABILIDADE LIMITADA;NU ASSET MANAGEMENT LTDA;LVOL11;Ações Brasil;;;
56107650000195;NU IBOVESPA B3 BR+ CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;NU ASSET MANAGEMENT LTDA;NBOV11;Ações Brasil;;;
52116337000162;NU RENDA IBOV SMART DIVIDENDOS CLASSE DE  ÍNDICE - RESPONSABILIDADE LIMITADA;NU ASSET MANAGEMENT LTDA;NDIV11;Ações Brasil;;;
57091257000113;SAFRA ETF IBOVESPA EMPRESAS ESTATAIS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;SAFRA ASSET CORRETORA DE TÍTULOS E VALORES MOBILIÁ;SPUB11;Ações Brasil;;;
57091195000140;SAFRA ETF IBOVESPA EMPRESAS PRIVADAS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;SAFRA ASSET CORRETORA DE TÍTULOS E VALORES MOBILIÁ;SPVT11;Ações Brasil;;;
38350645000127;SAFRA ETF IBOVESPA FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;SAFRA ASSET CORRETORA DE TÍTULOS E VALORES MOBILIÁ;BOVS11;Ações Brasil;;;
40155573000109;TREND ETF IBOVESPA CLASSE DE ÍNDICE -  RESPONSABILIDADE LIMITADA;XP ALLOCATION ASSET MANAGEMENT LTDA.;BOVX11;Ações Brasil;;;
60553176000100;B-INDEX ETF CONNECT CHINA AMC CHINEXT FUNDO DE ÍNDICE - RESP LIMITADA;BANCO BRADESCO S.A.;TECX11;Ações Internacionais;;;
60023816000162;B-INDEX ETF CONNECT CHINA UNIVERSAL CSI 300 FUNDO DE ÍNDICE - RESP LIMITADA;BANCO BRADESCO S.A.;PKIN11;Ações Internacionais;;;
63823417000174;B-INDEX ETF S&P 500 BRL FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;BANCO BRADESCO S.A.;SPYR11;Ações Internacionais;;;
55620015000144;BB ETF ÍNDICE FUTURO DE DOLAR S&P/B3 FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;BB GESTAO DE RECURSOS DTVM S.A;DOLA11;Ações Internacionais;;;
60310645000152;BTG PACTUAL REFERENCE S&P/B3 CAMBIAL FUNDO DE ÍNDICE;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;DOLB11;Ações Internacionais;;;
42682199000125;BTG PACTUAL S&P 500 FUNDO DE ÍNDICE;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;SPXB11;Ações Internacionais;;;
63175655000110;BTG PACTUAL S&P 500 FUTURES QUANTO BRL FUNDO DE ÍNDICE;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;SPBZ11;Ações Internacionais;;;
42134357000102;BTG PACTUAL S&P/B3 INGENIUS FUNDO DE ÍNDICE;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;GENB11;Ações Internacionais;;;
65603290000103;BUENA VISTA DEX VETTAFI NEOS BOOSTED S&P 500 HIGH INCOME FUNDO DE ÍNDICE DE RESPONSABILIDADE LIMITAD;BUENA VISTA GESTORA DE RECURSOS LTDA.;XSPI11;Ações Internacionais;;;
58348330000152;BUENA VISTA NASDAQ-100 HIGH BETA INDEX FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;BUENA VISTA GESTORA DE RECURSOS LTDA.;QQQQ11;Ações Internacionais;;;
54825284000184;BUENA VISTA NASDAQ-100 NEOS HIGH INCOME ETF INDEX (NDXHIEN) FUNDO DE ÍNDICE - RESPONSABILIDADE LIM;BUENA VISTA GESTORA DE RECURSOS LTDA.;QQQI11;Ações Internacionais;;;
63429736000108;GALAPAGOS FTSE GLOBAL EQUITIES EX US FUNDO DE ÍNDICE;GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPAÇÕES LT;GXUS11;Ações Internacionais;;;
43216095000198;INVESTO BLOOMBERG GLOBAL BOND ETF CLASSE  DE ÍNDICE - RESPONSABILIDADE LIMITADA;INVESTO GESTÃO DE RECURSOS LTDA.;;Ações Internacionais;;;
43105466000164;INVESTO ETF GLOBAL VIDEO GAMING & ESPORTS CLASSE DE ÍNDICE - IE - RESPONSABILIDADE LIMITADA;INVESTO GESTÃO DE RECURSOS LTDA.;JOGO11;Ações Internacionais;;;
40751130000180;INVESTO ETF MSCI US TECHNOLOGY CLASSE DE ÍNDICE - INVESTIMENTO NO EXTERIOR - RESP LIMITADA;INVESTO GESTÃO DE RECURSOS LTDA.;USTK11;Ações Internacionais;;;
65836654000103;INVESTO FTSE EMERGING MARKETS ALL CAP CHINA  A INCLUSION CLASSE DE ÍNDICE RESPONS LIMITADADA;INVESTO GESTÃO DE RECURSOS LTDA.;IVWO11;Ações Internacionais;;;
42280262000105;INVESTO FTSE GLOBAL EQUITIES ETF CLASSE DE ÍNDICE - IE - RESPONSABILIDADE LIMITADA;INVESTO GESTÃO DE RECURSOS LTDA.;WRLD11;Ações Internacionais;;;
60832345000133;INVESTO GP ETF S&P 500 FUNDO DE ÍNDICE;INVESTO GESTÃO DE RECURSOS LTDA.;GPUS11;Ações Internacionais;;;
45814375000123;INVESTO MARKETVECTOR BRAZIL GLOBAL EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;INVESTO GESTÃO DE RECURSOS LTDA.;BXPO11;Ações Internacionais;;;
42280328000159;INVESTO MSCI US REAL ESTATE ETF CLASSE DE ÍNDICE - IE - RESPONSABILIDADE LIMITADA;INVESTO GESTÃO DE RECURSOS LTDA.;ALUG11;Ações Internacionais;;;
42280298000180;INVESTO MVIS GLOBAL URANIUM &  NUCLEAR ENERGY ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;INVESTO GESTÃO DE RECURSOS LTDA.;NUCL11;Ações Internacionais;;;
19909560000191;ISHARES S&P 500 CLASSE DE ÍNDICE EM COTAS DE CLASSES DE ÍNDICE IE - RESPONSABILIDADE LIMITADA;BLACKROCK BRASIL GESTORA DE INVESTIMENTOS LTDA;IVVB11;Ações Internacionais;;;
61231268000129;IT NOW ETF CONNECT E FUND MSCI CHINA  A50 FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;SILK11;Ações Internacionais;;;
58022660000153;IT NOW S&P 500 FUTURES QUANTO BRL FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;SPXR11;Ações Internacionais;;;
17036289000100;IT NOW S&P500® TRN FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;SPXI11;Ações Internacionais;;;
38542870000165;TREND ETF BLOOMBERG CHINA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA INVESTIMENTO NO EXTERIOR;XP ALLOCATION ASSET MANAGEMENT LTDA.;XINA11;Ações Internacionais;;;
40952802000116;TREND ETF BLOOMBERG US 3000 TECHNOLOGY  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;XP ALLOCATION ASSET MANAGEMENT LTDA.;UTEC11;Ações Internacionais;;;
35578672000163;TREND ETF NASDAQ 100 CLASSE DE ÍNDICE INVESTIMENTO NO EXTERIOR - RESPONSABILIDADE  LIMITADA;XP ALLOCATION ASSET MANAGEMENT LTDA.;NASD11;Ações Internacionais;;;
63747438000158;TREND ETF S&P / B3 DOLAR CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;XP ALLOCATION ASSET MANAGEMENT LTDA.;DOLX11;Ações Internacionais;;;
42101885000165;TREND ETF S&P 500 FUTURES USD-BRLCLASSE DE  ÍNDICE - RESPONSABILIDADE LIMITADA;XP ALLOCATION ASSET MANAGEMENT LTDA.;SPXU11;Ações Internacionais;;;
63747287000138;TREND ETF S&P 500 QUANTO CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;XP ALLOCATION ASSET MANAGEMENT LTDA.;SPXH11;Ações Internacionais;;;
63728394000119;B-INDEX ETF OURO BRL B3 FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;BANCO BRADESCO S.A.;OURO11;Commodities;;;
45081470000165;BB ETF IAGRO-FFS B3 FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;BB GESTAO DE RECURSOS DTVM S.A;AGRI11;Commodities;;;
46610422000180;BB ETF ÍNDICE FUTURO DE BOI GORDO B3 FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;BB GESTAO DE RECURSOS DTVM S.A;BBOI11;Commodities;;;
46467170000181;BB ETF ÍNDICE FUTURO DE MILHO B3 FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;BB GESTAO DE RECURSOS DTVM S.A;CORN11;Commodities;;;
62415896000127;BTG PACTUAL FUTURO DE OURO B3 FUNDO DE ÍNDICE;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;GOLB11;Commodities;;;
62211601000109;BUENA VISTA NEOS GOLD HIGH INCOME INDEX FUNDO DE ÍNDICE DE RESPONSABILIDADE LIMITADA;BUENA VISTA GESTORA DE RECURSOS LTDA.;AURO11;Commodities;;;
43210419000180;CLASSE A DA INVESTO ETF SOLACTIVE GOLD SPOT INDEX DE FUNDO DE ÍNDICE  RESPONSABILIDADE LIMITADA;INVESTO GESTÃO DE RECURSOS LTDA.;GLDX11;Commodities;;;
66016978000150;GALAPAGOS OURO FÍSICO DEX FUNDO DE ÍNDICE;GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPAÇÕES LT;OROF11;Commodities;;;
63289842000125;IT NOW GOLD BRL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;GLDI11;Commodities;;;
63715020000169;TREND ETF B3 OURO CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;XP ALLOCATION ASSET MANAGEMENT LTDA.;GOLX11;Commodities;;;
37985763000149;TREND ETF LBMA OURO CLASSE DE ÍNDICE INVESTIMENTO NO EXTERIOR - RESPONSABILIDADE LIMITADA;XP ALLOCATION ASSET MANAGEMENT LTDA.;GOLD11;Commodities;;;
67419920000110;BTG PACTUAL TEVA AUVP BITCOIN FEAR ARBITRAGE FUNDO DE ÍNDICE;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;ABTC11;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
62279087000135;BTG PACTUAL TEVA BITCOIN FUNDO DE ÍNDICE;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;BITC11;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
62278836000100;BTG PACTUAL TEVA ETHEREUM FUNDO DE ÍNDICE;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;EETH11;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
65602949000107;BUENA VISTA DEX VETTAFI NEOS BOOSTED BITCOIN HIGH INCOME FUNDO DE ÍNDICE DE RESPONSABILIDADE LIMITAD;BUENA VISTA GESTORA DE RECURSOS LTDA.;XBCI11;Cripto;;;
63829366000198;BUENA VISTA DEX VETTAFI NEOS ETHEREUM HIGH INCOME FUNDO DE ÍNDICE DE RESPONSABILIDADE LIMITADA;BUENA VISTA GESTORA DE RECURSOS LTDA.;ETHY11;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
61202531000151;BUENA VISTA HASHDEX GOLD & BITCOIN FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;BUENA VISTA GESTORA DE RECURSOS LTDA.;GBTC11;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
57920798000107;BUENA VISTA NEOS BITCOIN HIGH INCOME INDEX FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;BUENA VISTA GESTORA DE RECURSOS LTDA.;COIN11;Cripto;;;
61440035000136;EMPIRICUS TEVA BITCOIN FUNDO DE ÍNDICE;EMPIRICUS ASSET MANAGEMENT  LTDA.;EBIT11;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
36669709000121;EMPIRICUS TEVA CRIPTOMOEDAS TOP20 FUNDO DE ÍNDICE;EMPIRICUS ASSET MANAGEMENT  LTDA.;CRPT11;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
63756772000178;GALAPAGOS BITCOIN CME CF FUNDO DE ÍNDICE;GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPAÇÕES LT;GBIT11;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
44124505000133;HASHDEX CRYPTO METAVERSE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;HASHDEX GESTORA DE RECURSOS LTDA;META11;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
40755515000116;HASHDEX DEFI INDEX FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;HASHDEX GESTORA DE RECURSOS LTDA;DEFI11;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
41256573000168;HASHDEX NASDAQ BITCOIN REFERENCE PRICE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;HASHDEX GESTORA DE RECURSOS LTDA;BITH11;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
38314708000190;HASHDEX NASDAQ CME CRYPTO INDEX FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;HASHDEX GESTORA DE RECURSOS LTDA;HASH11;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
41907631000176;HASHDEX NASDAQ ETHEREUM REFERENCE PRICE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;HASHDEX GESTORA DE RECURSOS LTDA;ETHE11;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
56746166000106;HASHDEX NASDAQ SOLANA FUNDO DE ÍNDICE;HASHDEX GESTORA DE RECURSOS LTDA;SOLH11;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
58430507000165;HASHDEX NASDAQ XRP FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;HASHDEX GESTORA DE RECURSOS LTDA;XRPH11;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
43951717000121;HASHDEX SMART CONTRACT PLATFORMS FUNDO DE ÍNDICE;HASHDEX GESTORA DE RECURSOS LTDA;WEB311;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
47758831000190;Hashdex Crypto Momentum Fundo de Índice;HASHDEX GESTORA DE RECURSOS LTDA;FOMO11;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
63407496000132;INVESTO CONSTÂNCIA FATORES DEFENSIVIDADE FUNDO DE ÍNDICE;INVESTO GESTÃO DE RECURSOS LTDA.;BVBR11;Cripto;;;
56158890000119;INVESTO ETF MARKETVECTOR BITCOIN BENCHMARK RATE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;INVESTO GESTÃO DE RECURSOS LTDA.;HODL11;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
38000706000126;IT NOW BLOOMBERG GALAXY BITCOIN FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;BITI11;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
61846717000143;NU NASDAQ BRAZIL BITCOIN CARRY FUTURES  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;NU ASSET MANAGEMENT LTDA;NBIT11;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
42682790000182;QR BLOOMBERG DEFI FUNDO DE ÍNDICE - INVESTIMENTO NO EXTERIOR;;QDFI11;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
39979022000180;QR CME CF BITCOIN REFERENCE RATE FUNDO DE ÍNDICE - INVESTIMENTO NO EXTERIOR;QR ASSET GESTORA DE RECURSOS LTDA.;QBTC11;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
41706298000137;QR CME CF ETHER REFERENCE RATE FUNDO DE ÍNDICE - INVESTIMENTO NO EXTERIOR;QR ASSET GESTORA DE RECURSOS LTDA.;QETH11;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
56043036000107;QR CME CF SOLANA DOLLAR REFERENCE RATE FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;QR ASSET GESTORA DE RECURSOS LTDA.;QSOL11;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
63506564000110;TREND ETF BLOOMBERG BITCOIN CLASSE DE  ÍNDICE - RESPONSABILIDADE LIMITADA;XP ALLOCATION ASSET MANAGEMENT LTDA.;XBIT11;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
63669232000157;TREND ETF BLOOMBERG ETHEREUM CLASSE DE  ÍNDICE - RESPONSABILIDADE LIMITADA;XP ALLOCATION ASSET MANAGEMENT LTDA.;XETH11;Cripto;confirmado pela B3 (segmento ETF-Cripto);;
36046508000178;TREND ETF IFIX-L  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;XP ALLOCATION ASSET MANAGEMENT LTDA.;;FIIs (índice);;;
17817528000150;BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA;BB GESTAO DE RECURSOS DTVM S.A;BBSD11;Misto/Híbrido?;Ações Internacionais + Ações Brasil;;
37843293000189;BTG PACTUAL ESG FUNDO DE ÍNDICE S&P/B3 BRAZIL ESG;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;ESGB11;Misto/Híbrido?;Ações Internacionais + Ações Brasil;;
43391410000113;BTG PACTUAL TEVA AÇÕES COMMODITIES BRASIL FUNDO DE ÍNDICE;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;CMDB11;Misto/Híbrido?;Commodities + Ações Brasil;;
60419043000138;HEDGE BRASIL EQUITY REITS FUNDO DE ÍNDICE DE RESPONSABILIDADE LIMITADA;HEDGE INVESTMENTS REAL ESTATE GESTÃO DE RECURSOS L;;Misto/Híbrido?;Ações Internacionais + Ações Brasil;;
